Access_to_electricity_(%_of_population),Access_to_clean_fuels_for_cooking,Renewable_energy_share_in_the_total_final_energy_consumption_(%),Electricity_from_fossil_fuels_(TWh),Electricity_from_renewables_(TWh),Electricity_from_nuclear_(TWh),Low-carbon_electricity_(%_electricity),Primary_energy_consumption_per_capita_(kWh-person),Energy_intensity_level_of_primary_energy_(MJ-$2017_PPP_GDP),Value_co2_emissions_kt_by_country,gdp_per_capita,Density-n(P-Km2),Land_Area(Km2)
16.6,0.9,81.65,0.31,0.53,0.0,63.095234,429.55984,4.7,1889.999986,523.0386031,17,1240192.0
21.676151,0.9,78.87,0.31,0.52,0.0,62.650604,489.2138,4.84,2069.999933,597.4844576,17,1240192.0
23.410606,0.9,74.99,0.37,0.63,0.0,63.0,565.22516,4.73,2079.999924,697.0878685,17,1240192.0
24.030895,0.9,78.68,0.39,0.73,0.0,65.17857,691.58307,4.77,2509.99999,701.7171134,17,1240192.0
26.91205,0.9,79.24,0.53,1.18,0.0,69.005844,757.35394,4.88,2779.999971,710.2742494,17,1240192.0
28.684454,0.9,78.85,0.66,1.24,0.0,65.26316,804.06683,5.12,3119.999886,837.605821,17,1240192.0
25.6,0.8,78.7,0.89,1.37,0.0,60.61947,830.3994,5.52,3109.999895,778.6252695,17,1240192.0
32.28523,0.9,80.92,1.04,1.24,0.0,54.385967,830.25073,5.58,3220.000029,805.0339796,17,1240192.0
34.11334,0.9,80.93,0.85,1.51,0.0,63.983055,899.23505,5.44,3380.000114,848.279043,17,1240192.0
37.6,0.9,79.93,1.05,1.27,0.0,54.741383,952.77563,5.23,3650.000095,751.4728866,17,1240192.0
38.78982,0.9,76.16,1.15,1.62,0.0,58.483753,1172.1898,5.02,4670.000076,780.7235695,17,1240192.0
34.78,0.9,76.37,1.64,1.65,0.0,50.151978,1234.1934,4.9,5179.999828,830.0215153,17,1240192.0
50.9,0.9,76.61,1.97,1.56,0.0,44.192635,1243.7677,4.76,5469.99979,894.8047765,17,1240192.0
47.836277,0.9,76.64,2.15,1.17,0.0,35.240963,1231.7151,4.59,5829.999924,879.0431873,17,1240192.0
50.561417,0.9,23.3,2.04,1.16,0.0,36.25,1142.8834,4.3,10500.0,862.4530188,17,1240192.0
100.0,100.0,0.0,1.92,0.0,0.0,0.0,46378.05,2.64,2130.0,10432.32812,1380,316.0
100.0,100.0,0.0,1.94,0.0,0.0,0.0,50713.89,3.11,2490.0,10402.23337,1380,316.0
100.0,100.0,0.09,2.05,0.0,0.0,0.0,49170.387,2.83,2319.999933,11289.88984,1380,316.0
100.0,100.0,0.1,2.24,0.0,0.0,0.0,56833.484,3.06,2609.999895,13669.49712,1380,316.0
100.0,100.0,0.12,2.22,0.0,0.0,0.0,59390.21,3.07,2599.999905,15197.05671,1380,316.0
100.0,100.0,0.14,2.24,0.0,0.0,0.0,50493.625,3.04,2630.000114,15888.17232,1380,316.0
100.0,100.0,0.17,2.26,0.0,0.0,0.0,51478.543,2.97,2650.000095,16723.88418,1380,316.0
100.0,100.0,0.2,2.3,0.0,0.0,0.0,55957.79,2.89,2720.000029,19485.87119,1380,316.0
100.0,100.0,0.22,2.31,0.0,0.0,0.0,57768.11,2.83,2720.000029,22205.35681,1380,316.0
100.0,100.0,0.26,2.17,0.0,0.0,0.0,61248.996,2.61,2509.99999,21083.27715,1380,316.0
100.0,100.0,1.22,2.11,0.0,0.0,0.0,72549.08,2.58,2589.999914,21799.17426,1380,316.0
100.0,100.0,1.97,2.17,0.0,0.0,0.0,68190.57,2.55,2569.999933,23155.55479,1380,316.0
100.0,100.0,2.67,2.27,0.03,0.0,1.3043479,64067.15,2.6,2720.000029,22527.63676,1380,316.0
100.0,100.0,3.24,2.22,0.04,0.0,1.7699115,59756.48,2.16,2369.999886,24771.07658,1380,316.0
100.0,100.0,4.48,2.17,0.08,0.0,3.5555556,59933.56,2.01,2359.999895,26754.26845,1380,316.0
100.0,100.0,5.98,1.2,0.1,0.0,7.692308,64130.957,1.52,1659.999967,24921.60368,1380,316.0
100.0,100.0,9.22,0.72,0.14,0.0,16.27907,69591.945,1.35,1350.000024,25741.44606,1380,316.0
100.0,100.0,7.27,1.48,0.17,0.0,10.30303,77316.09,1.42,1519.999981,28250.69777,1380,316.0
100.0,100.0,7.54,1.77,0.2,0.0,10.152284,78729.375,1.36,1549.999952,30672.29224,1380,316.0
100.0,100.0,7.7,1.86,0.21,0.0,10.144928,80081.51,1.37,1659.999967,30186.19596,1380,316.0
100.0,100.0,23.3,1.9,0.25,0.0,11.627907,72065.46,4.3,10500.0,27884.64283,1380,316.0
18.746132,29.6,44.41,0.2,0.03,0.0,13.043478,1872.364,2.5,1270.0,676.5690224,5,1030700.0
22.2,31.4,44.18,0.24,0.03,0.0,11.111111,1906.994,2.62,1400.0,646.1151155,5,1030700.0
21.50322,33.2,42.13,0.47,0.03,0.0,6.0,2004.1155,2.73,1549.999952,639.6675829,5,1030700.0
22.872734,34.5,40.17,0.43,0.04,0.0,8.510638,2054.2488,2.64,1480.000019,717.8998676,5,1030700.0
24.239365,36.1,38.59,0.47,0.04,0.0,7.8431373,2161.6206,2.66,1639.999986,803.7779156,5,1030700.0
18.2,37.7,38.77,0.45,0.05,0.0,10.0,2206.7163,2.53,1509.99999,970.8423607,5,1030700.0
26.973423,38.7,39.12,0.4,0.05,0.0,11.111112,2100.9646,2.15,1730.000019,1259.541505,5,1030700.0
33.04054,39.8,35.63,0.42,0.05,0.0,10.638298,2318.157,2.39,1990.00001,1357.124285,5,1030700.0
30.0,40.9,35.8,0.49,0.06,0.0,10.909091,2781.5295,2.54,1899.999976,1579.511548,5,1030700.0
31.115286,41.3,33.43,0.47,0.11,0.0,18.965517,2688.0107,2.74,2349.999905,1389.338533,5,1030700.0
33.959515,41.8,34.0,0.52,0.12,0.0,18.75,2594.6553,2.75,2400.000095,1610.921603,5,1030700.0
35.16632,42.6,33.28,0.7,0.13,0.0,15.662651,2710.173,2.76,2460.000038,1879.772472,5,1030700.0
36.36216,42.7,31.84,0.77,0.14,0.0,15.384615,2906.24,2.81,2730.000019,1815.218939,5,1030700.0
37.536064,43.0,35.02,0.73,0.21,0.0,22.340425,2568.1191,2.53,2589.999914,1892.094,5,1030700.0
38.8,43.1,30.92,0.76,0.22,0.0,22.448978,2994.4866,2.75,2900.000095,1677.109019,5,1030700.0
39.5,43.1,28.2,0.82,0.32,0.0,28.070175,2955.3347,2.94,3559.999943,1524.071753,5,1030700.0
41.321617,43.3,31.66,0.92,0.29,0.0,23.966942,2687.6682,2.68,3259.99999,1536.854888,5,1030700.0
42.9,43.2,26.54,1.18,0.33,0.0,21.854305,3923.3762,3.13,3490.00001,1587.611263,5,1030700.0
44.312138,43.3,25.17,1.26,0.43,0.0,25.443787,4074.3657,3.35,3690.000057,1670.204165,5,1030700.0
45.830032,43.0,24.7,1.36,0.46,0.0,25.274725,4149.229,3.24,3950.000048,1743.302901,5,1030700.0
47.34842,42.6,23.3,1.29,0.48,0.0,27.118645,3884.7751,4.3,10500.0,1701.991163,5,1030700.0
99.0,93.6,20.42,1.4,0.28,0.0,16.666668,13215.6,3.0,2430.0,3929.075495,626,2040.0
99.264725,94.1,20.08,1.49,0.31,0.0,17.222223,13385.311,3.05,2570.0,3856.625227,626,2040.0
99.4,94.7,17.93,1.52,0.33,0.0,17.837837,13056.474,2.97,2609.999895,4018.948897,626,2040.0
99.18552,95.05,18.9,1.61,0.37,0.0,18.686869,13249.851,2.94,2750.0,4793.718179,626,2040.0
99.14041,95.5,19.08,1.68,0.37,0.0,18.04878,13567.276,2.87,2769.999981,5388.065784,626,2040.0
99.094765,95.8,17.65,1.52,0.62,0.0,28.971962,14451.097,2.92,2960.000038,5282.906022,626,2040.0
99.05099,96.1,16.41,1.87,0.35,0.0,15.765765,15004.636,2.97,3299.999952,5695.969327,626,2040.0
99.01174,96.3,15.69,1.97,0.35,0.0,15.086207,15502.124,2.83,3400.000095,6574.654338,626,2040.0
98.97972,96.5,12.73,2.06,0.37,0.0,15.226337,15889.464,2.75,3470.000029,8030.063005,626,2040.0
98.957634,96.7,12.78,1.97,0.49,0.0,19.9187,15279.018,2.59,3420.000076,7318.12641,626,2040.0
99.69,96.8,12.77,2.1,0.47,0.0,18.28794,16415.438,2.62,3660.000086,8000.376432,626,2040.0
99.6,96.9,12.01,2.2,0.4,0.0,15.384616,16788.395,2.53,3640.000105,9197.026972,626,2040.0
99.56862,97.1,11.45,2.29,0.35,0.0,13.257575,16868.873,2.48,3730.000019,9291.227619,626,2040.0
99.48051,97.1,11.39,2.35,0.38,0.0,13.919414,17104.646,2.44,3819.999933,9637.00265,626,2040.0
99.38037,97.25,10.59,2.38,0.42,0.0,15.0,17609.402,2.4,3950.000048,10153.93822,626,2040.0
99.36161,97.2,11.49,2.37,0.49,0.0,17.132868,18247.52,2.39,3960.000038,9260.447303,626,2040.0
99.48001,97.1,10.33,2.42,0.48,0.0,16.551723,18958.602,2.3,4039.999962,9681.618567,626,2040.0
99.61,97.1,9.42,2.52,0.45,0.0,15.151515,20786.77,2.25,4170.000076,10484.90836,626,2040.0
99.448845,97.0,9.19,2.45,0.52,0.0,17.508417,21929.627,2.15,4130.000114,11208.34382,626,2040.0
100.0,96.9,8.94,2.5,0.59,0.0,19.093851,22800.158,2.13,4170.000076,11097.16898,626,2040.0
99.66165,96.8,23.3,2.17,0.57,0.0,20.80292,19245.18,4.3,10500.0,8627.843157,626,2040.0
98.00713,82.4,12.17,141.8,44.51,7.81,26.952402,17300.662,3.6,379180.0,7157.8145,66,1964375.0
97.13832,83.1,11.34,153.32,39.56,8.29,23.785852,16898.29,3.72,378830.0,7544.568723,66,1964375.0
97.89709,84.1,10.68,159.81,35.67,9.26,21.944904,17044.275,3.76,386000.0,7593.137345,66,1964375.0
97.400856,84.6,10.17,160.45,32.11,9.98,20.78108,16996.574,3.97,404690.0024,7075.369643,66,1964375.0
98.5977,84.9,10.21,173.66,38.19,8.73,21.271194,17731.264,3.89,414100.0061,7484.486399,66,1964375.0
98.93273,85.3,10.31,178.76,42.29,10.32,22.738472,19153.719,4.01,432190.0024,8277.671564,66,1964375.0
99.11416,85.3,9.82,182.76,43.63,10.4,22.817688,19171.469,3.9,448299.9878,9068.294218,66,1964375.0
97.91057,85.4,9.46,191.83,42.14,9.95,21.355362,19098.814,3.8,457119.9951,9642.680517,66,1964375.0
98.91404,85.4,9.77,184.51,53.22,9.36,25.326805,19633.797,3.78,459549.9878,10016.57121,66,1964375.0
98.19821,85.2,9.17,194.75,40.59,10.11,20.65594,19065.637,3.9,448369.9951,8002.972178,66,1964375.0
99.236694,85.0,9.36,207.38,51.37,5.66,21.568775,18870.824,3.68,462869.9951,9271.398396,66,1964375.0
99.02815,84.85,9.07,219.88,50.7,9.66,21.538681,19447.846,3.72,478399.9939,10203.4213,66,1964375.0
99.11163,84.6,8.97,229.14,47.2,8.41,19.529411,19349.783,3.68,486450.0122,10241.72783,66,1964375.0
99.1477,84.6,9.23,231.23,44.67,11.38,19.510582,19108.69,3.64,475739.9902,10725.18359,66,1964375.0
99.17293,84.6,9.76,223.43,57.46,9.3,23.005617,18757.031,3.47,462239.9902,10928.91601,66,1964375.0
99.0,84.6,9.19,234.28,52.42,11.18,21.35088,18335.252,3.3,471630.0049,9616.645558,66,1964375.0
99.5,84.8,9.22,239.78,52.97,10.27,20.869911,18538.975,3.21,473309.9976,8744.515559,66,1964375.0
100.0,84.8,9.99,242.69,55.88,10.57,21.495113,18689.648,3.07,471579.9866,9287.849587,66,1964375.0
99.5,84.8,10.03,259.92,58.78,13.32,21.71556,18269.648,3.09,452570.0073,9686.984927,66,1964375.0
99.6,84.9,10.34,248.2,59.0,10.88,21.969315,17903.295,3.06,449269.989,9950.45008,66,1964375.0
99.4,84.9,23.3,245.46,69.19,10.87,24.594496,16382.68,4.3,10500.0,8329.271313,66,1964375.0
67.3,22.8,5.73,2.82,0.0,0.0,0.0,17691.607,9.24,9000.0,474.2170943,2,1564116.0
71.07658,23.1,6.09,2.89,0.0,0.0,0.0,17502.184,9.05,8970.0,524.0540084,2,1564116.0
72.28447,23.6,6.51,2.99,0.0,0.0,0.0,18501.777,9.25,9600.000381,571.594979,2,1564116.0
76.3,24.3,6.09,3.02,0.0,0.0,0.0,17411.361,8.44,9310.00042,646.192471,2,1564116.0
74.68689,25.3,5.76,3.19,0.0,0.0,0.0,16947.145,7.86,9560.00042,797.9777263,2,1564116.0
86.2,26.0,5.34,3.3,0.0,0.0,0.0,17428.03,8.44,11060.00042,998.829388,2,1564116.0
77.08722,27.6,4.48,3.43,0.0,0.0,0.0,18611.67,8.84,12420.00008,1334.212724,2,1564116.0
78.29285,28.8,4.7,3.6,0.0,0.0,0.0,19353.18,8.4,13020.00046,1632.727582,2,1564116.0
79.5057,30.8,4.66,3.9,0.01,0.0,0.25575447,18919.375,7.75,12970.00027,2136.562402,2,1564116.0
80.7285,33.0,4.43,3.93,0.01,0.0,0.2538071,18920.904,8.16,13640.00034,1714.361827,2,1564116.0
78.50208,35.2,4.46,4.01,0.05,0.0,1.2315271,18202.299,8.12,14310.00042,2643.287083,2,1564116.0
72.057076,37.0,4.04,4.21,0.06,0.0,1.4051522,18659.32,7.58,15729.99954,3757.565415,2,1564116.0
84.48361,38.6,2.97,4.47,0.06,0.0,1.3245033,19704.566,7.01,17139.99939,4351.888461,2,1564116.0
81.2,40.8,3.01,4.6,0.12,0.0,2.542373,20521.99,7.19,18379.99916,4366.089537,2,1564116.0
87.07883,42.6,3.34,4.86,0.21,0.0,4.1420116,19699.537,6.86,18120.00084,4158.521471,2,1564116.0
88.40018,44.15,3.55,4.97,0.22,0.0,4.238921,19182.596,5.89,17299.99924,3875.321675,2,1564116.0
89.83841,45.6,3.39,5.09,0.25,0.0,4.681648,19692.092,6.22,18170.00008,3658.3903,2,1564116.0
92.512566,47.2,3.19,5.27,0.25,0.0,4.5289855,21043.662,6.08,19579.99992,3687.100003,2,1564116.0
98.1,48.7,3.26,5.71,0.44,0.0,7.1544714,22486.172,6.37,21549.99924,4156.84697,2,1564116.0
97.22991,50.1,3.32,5.88,0.65,0.0,9.954058,24279.39,7.01,23069.99969,4404.84583,2,1564116.0
98.1,51.8,23.3,6.04,0.68,0.0,10.119048,20376.916,4.3,10500.0,4060.950518,2,1564116.0
100.0,64.8,42.27,0.86,1.28,0.0,59.81308,21851.393,4.71,2099.999905,5976.394145,47,13812.0
100.0,64.2,38.76,1.29,1.54,0.0,54.41696,24712.115,4.73,2690.000057,7367.751909,47,13812.0
100.0,63.3,49.16,0.69,2.07,0.0,75.0,21325.205,3.98,1750.0,6727.107767,47,13812.0
100.0,63.0,49.09,1.27,2.75,0.0,68.40796,26631.988,4.55,2579.999924,6688.4824,47,13812.0
99.0,62.6,42.77,1.45,1.2,0.0,45.28302,21941.479,4.39,2539.999962,7328.932252,47,13812.0
100.0,61.9,45.86,1.37,1.48,0.0,51.929825,21276.305,4.25,2329.999924,6586.721279,47,13812.0
99.7,61.7,49.34,1.44,2.5,0.0,63.451775,22880.111,3.8,2269.999981,7186.429787,47,13812.0
97.7,61.45,45.95,1.42,1.75,0.0,55.205048,20434.42,3.64,2220.000029,7378.345289,47,13812.0
100.0,61.4,42.96,1.51,1.49,0.0,49.666668,21034.895,3.68,2359.999895,6514.272695,47,13812.0
100.0,61.5,43.89,1.3,1.84,0.0,58.598724,21028.148,3.47,2150.000095,7028.936577,47,13812.0
100.0,61.7,37.77,1.36,1.12,0.0,45.16129,19660.412,3.48,2269.999981,7784.06529,47,13812.0
100.0,61.8,40.6,1.55,2.25,0.0,59.210526,21852.676,3.42,2500.0,8845.914219,47,13812.0
100.0,62.0,38.74,1.5,1.93,0.0,56.26822,20460.55,3.4,2599.999905,8910.650834,47,13812.0
100.0,62.4,23.3,1.62,1.77,0.0,52.212387,17942.342,4.3,10500.0,7677.152226,47,13812.0
69.56738,90.6,15.26,11.36,0.77,0.0,6.3478975,4113.667,3.63,32880.0,1334.943464,83,446550.0
71.3479,91.3,15.12,13.13,1.07,0.0,7.535212,4386.623,3.58,36270.0,1339.294077,83,446550.0
73.120834,92.0,14.94,14.13,1.03,0.0,6.794195,4439.7236,3.53,37470.00122,1416.488396,83,446550.0
74.88853,92.7,15.71,14.84,1.64,0.0,9.951457,4397.996,3.32,37250.0,1725.457466,83,446550.0
78.2,93.2,23.0,15.71,1.79,0.0,10.228572,4946.6387,3.75,40990.00168,1952.902534,83,446550.0
78.41762,94.0,20.15,17.59,1.18,0.0,6.286627,5301.4736,3.84,43580.00183,2018.025547,83,446550.0
96.5,94.35,18.14,18.1,1.17,0.0,6.0716133,5340.5317,3.63,45000.0,2196.011276,83,446550.0
81.95443,95.0,16.46,18.15,1.19,0.0,6.153051,5226.2114,3.62,46349.99847,2499.259938,83,446550.0
83.73233,95.6,14.62,18.42,1.22,0.0,6.211813,5694.0356,3.55,48630.00107,2890.360715,83,446550.0
85.520164,96.0,14.26,17.09,2.93,0.0,14.635365,5486.076,3.43,48750.0,2866.92411,83,446550.0
92.67138,96.5,13.92,19.54,4.1,0.0,17.343487,6005.15,3.47,51759.99832,2839.92612,83,446550.0
93.446434,96.7,11.88,22.3,2.69,0.0,10.764306,6222.626,3.55,55939.99863,3046.947854,83,446550.0
94.21052,97.1,10.93,24.97,2.42,0.0,8.835341,6249.124,3.5,58080.00183,2912.658275,83,446550.0
97.2,97.3,11.59,22.59,4.19,0.0,15.646004,6330.0835,3.36,57590.00015,3121.680081,83,446550.0
91.6,97.4,11.14,24.13,3.61,0.0,13.013699,6336.756,3.32,58689.99863,3171.699192,83,446550.0
97.3,97.7,11.25,25.09,4.45,0.0,15.064318,6368.3936,3.25,60409.99985,2875.257985,83,446550.0
97.8,97.8,11.06,25.74,4.74,0.0,15.55118,6361.196,3.23,60319.99969,2896.722196,83,446550.0
100.0,97.9,10.45,26.86,4.69,0.0,14.8652935,6580.7236,3.24,63520.00046,3035.454433,83,446550.0
98.1,97.9,10.9,27.71,6.52,0.0,19.047619,6730.607,3.18,64959.99908,3226.982794,83,446550.0
99.6,98.0,10.69,32.38,7.6,0.0,19.009504,7267.464,3.34,71480.00336,3235.00066,83,446550.0
100.0,98.1,23.3,31.36,7.02,0.0,18.290775,6551.4155,4.3,10500.0,3058.691689,83,446550.0
6.096311,2.3,93.64,0.03,9.58,0.0,99.68783,1646.6608,26.91,1430.0,319.3596208,40,799380.0
5.7,2.3,93.01,0.04,11.74,0.0,99.660446,2058.794,25.24,1410.0,296.2684069,40,799380.0
8.443921,2.3,93.22,0.04,12.57,0.0,99.68279,2031.7814,23.75,1570.000052,302.5452337,40,799380.0
8.1,2.4,92.73,0.05,10.78,0.0,99.53832,2005.1836,23.38,1899.999976,326.0751909,40,799380.0
10.77059,2.4,92.94,0.05,11.58,0.0,99.570076,2047.423,22.44,1909.999967,383.2702219,40,799380.0
11.931945,2.5,93.67,0.04,13.15,0.0,99.69675,2189.5408,21.44,1710.000038,416.8098242,40,799380.0
13.095172,2.5,93.06,0.04,14.59,0.0,99.726585,2325.4858,20.21,1860.000014,435.3340633,40,799380.0
12.4,2.7,87.53,0.04,15.92,0.0,99.749374,2517.8892,15.17,2230.000019,482.1985636,40,799380.0
13.571224,2.7,88.11,0.04,14.98,0.0,99.73369,2311.3452,14.49,2240.00001,563.6496343,40,799380.0
15.0,2.9,86.12,0.04,16.8,0.0,99.76246,2432.587,14.82,2490.00001,520.4026316,40,799380.0
18.802736,3.1,84.89,0.05,16.5,0.0,99.69789,2355.5942,12.66,2680.000067,471.9043433,40,799380.0
20.2,3.1,85.97,0.06,16.66,0.0,99.64115,2590.4597,14.75,3349.999905,594.5861471,40,799380.0
21.232607,3.4,85.15,0.06,15.01,0.0,99.60186,2700.6165,13.9,3680.000067,657.6446765,40,799380.0
22.420128,3.5,83.73,0.28,14.51,0.0,98.10683,2775.2776,13.91,4199.999809,664.0775104,40,799380.0
24.8,3.7,81.92,1.19,16.38,0.0,93.22709,2987.1777,13.4,4860.000134,673.969212,40,799380.0
24.0,3.9,80.8,2.07,17.62,0.0,89.48705,3077.791,12.96,5519.999981,589.85905,40,799380.0
26.246521,4.2,78.2,2.82,15.71,0.0,84.78143,3067.1821,12.7,7280.00021,428.9266729,40,799380.0
24.3,4.35,78.9,2.63,14.16,0.0,84.33591,2985.2324,12.31,7210.000038,461.4150941,40,799380.0
31.1,4.6,79.57,2.94,13.88,0.0,82.52081,2383.0244,12.07,6949.999809,503.3179252,40,799380.0
29.67445,4.8,78.08,3.65,15.06,0.0,80.49172,2446.9106,11.93,7500.0,506.6416391,40,799380.0
30.603832,5.1,23.3,3.49,15.85,0.0,81.9545,2248.653,4.3,10500.0,448.5442807,40,799380.0
41.83379,2.9,80.17,2.8,2.11,0.0,42.973522,1055.1344,10.52,9440.0,146.6045788,83,676578.0
42.9419,3.1,82.48,2.45,2.05,0.0,45.555557,963.84076,9.23,8350.0,131.7153072,83,676578.0
47.0,3.3,83.12,2.55,2.45,0.0,49.0,1107.3801,8.52,8300.000191,128.0997081,83,676578.0
45.137714,3.6,79.86,2.86,2.52,0.0,46.84015,1236.4875,8.12,10489.99977,161.0555236,83,676578.0
46.230118,4.1,80.47,2.79,2.6,0.0,48.237476,1285.3595,7.52,10149.99962,193.3687658,83,676578.0
47.321983,4.6,79.82,2.66,3.16,0.0,54.295532,1642.7948,6.63,10720.00027,216.3115014,83,676578.0
48.41572,5.4,81.46,2.47,3.49,0.0,58.557045,1538.9808,5.93,9970.000267,240.6240142,83,676578.0
49.513985,6.2,80.7,2.39,3.81,0.0,61.451614,1648.7915,5.49,10390.00034,314.2022942,83,676578.0
50.619476,7.05,85.71,2.19,4.24,0.0,65.9409,1504.8369,4.79,7900.000095,460.9088892,83,676578.0
51.73491,8.4,85.48,1.47,5.34,0.0,78.4141,1377.901,4.1,7489.999771,586.1681802,83,676578.0
48.8,9.8,84.93,2.1,5.24,0.0,71.38964,1386.8824,3.67,8130.000114,746.94536,83,676578.0
54.006428,11.5,84.08,2.02,7.63,0.0,79.06736,1505.1958,3.53,8689.99958,1061.344429,83,676578.0
55.167934,13.4,78.46,2.73,7.94,0.0,74.414246,1779.6029,3.59,11960.00004,1134.302224,83,676578.0
56.349274,15.1,75.96,3.18,8.99,0.0,73.87017,2042.9814,3.48,13600.00038,1168.1654,83,676578.0
52.0,17.5,72.43,4.99,8.99,0.0,64.30615,2368.4949,3.53,17040.00092,1210.097636,83,676578.0
60.5,19.6,70.43,6.12,9.6,0.0,61.068707,2192.525,3.41,19040.00092,1196.743357,83,676578.0
55.6,21.8,69.25,7.53,10.02,0.0,57.094025,2501.5964,3.45,21860.00061,1136.610665,83,676578.0
69.814835,24.0,59.92,9.18,11.27,0.0,55.110023,3203.9011,3.72,32500.0,1151.114462,83,676578.0
66.22728,26.4,59.55,9.78,12.61,0.0,56.319786,3270.801,3.52,32939.99863,1250.173691,83,676578.0
68.35853,28.9,57.85,12.78,10.95,0.0,46.144123,3197.22,3.58,36720.00122,1271.111575,83,676578.0
70.397194,31.25,23.3,12.25,11.31,0.0,48.005093,3183.1047,4.3,10500.0,1467.604281,83,676578.0
36.5,33.7,34.73,0.04,1.37,0.0,97.163124,6971.662,3.58,1940.0,2185.604115,3,824292.0
35.96686,34.0,30.32,0.0,1.36,0.0,100.0,7906.876,4.17,2460.0,1950.648536,3,824292.0
36.925476,35.0,33.74,0.0,1.45,0.0,100.0,7473.249,3.67,2130.000114,1808.884899,3,824292.0
37.878853,35.9,33.3,0.01,1.5,0.0,99.337746,7768.2593,3.67,2269.999981,2621.700395,3,824292.0
38.82934,36.4,34.75,0.0,1.59,0.0,100.0,7998.0425,3.53,2380.000114,3464.418226,3,824292.0
39.779297,37.3,34.54,0.04,1.64,0.0,97.61905,8329.664,3.71,2529.999971,3739.531717,3,824292.0
40.731125,37.9,35.32,0.09,1.59,0.0,94.64286,8203.538,3.47,2529.999971,4059.101348,3,824292.0
43.7,38.6,35.84,0.04,1.56,0.0,97.5,8337.066,3.41,2619.999886,4405.410399,3,824292.0
42.65105,39.5,32.33,0.17,1.48,0.0,89.69697,8670.3955,3.63,2950.000048,4212.367197,3,824292.0
44.1,40.1,33.21,0.08,1.39,0.0,94.55782,8711.895,3.74,3019.999981,4295.387143,3,824292.0
44.610737,40.9,31.03,0.05,1.25,0.0,96.15385,8834.805,3.58,3130.000114,5394.996712,3,824292.0
42.3,41.5,31.46,0.03,1.4,0.0,97.9021,9036.284,3.48,3329.999924,5806.748246,3,824292.0
46.63186,42.2,31.74,0.03,1.6,0.0,98.15951,9158.613,3.43,3529.999971,5942.29274,3,824292.0
47.4,43.0,30.55,0.06,1.28,0.0,95.522385,9313.876,3.4,3789.999962,5392.094938,3,824292.0
48.728516,43.6,30.09,0.02,1.5,0.0,98.68421,9735.818,3.32,3950.000048,5469.9014,3,824292.0
51.6,44.3,28.99,0.03,1.53,0.0,98.07693,10013.897,3.32,4199.999809,4896.61526,3,824292.0
49.7,45.2,29.33,0.06,1.41,0.0,95.918365,9860.743,3.36,4130.000114,4546.986688,3,824292.0
52.5,45.6,29.94,0.06,1.68,0.0,96.55173,9969.967,3.44,4269.999981,5367.114674,3,824292.0
54.002895,46.0,30.66,0.02,1.39,0.0,98.581566,9675.655,3.44,4230.000019,5588.392864,3,824292.0
55.17709,46.5,30.69,0.04,1.32,0.0,97.05882,9254.443,3.52,4219.99979,5009.685904,3,824292.0
56.258694,46.8,23.3,0.06,1.89,0.0,96.92307,8960.352,4.3,10500.0,4179.278066,3,824292.0
99.43709,100.0,0.0,0.03,0.0,0.0,0.0,44017.28,17.39,90.0,4578.633208,541,21.0
99.415634,100.0,0.0,0.03,0.0,0.0,0.0,39953.254,17.1,80.0,4578.633208,541,21.0
99.38659,100.0,0.0,0.03,0.0,0.0,0.0,37538.883,18.24,79.99999821,4578.633208,541,21.0
99.35232,100.0,0.0,0.03,0.0,0.0,0.0,33686.04,16.11,70.0000003,4578.633208,541,21.0
99.315155,100.0,0.0,0.03,0.0,0.0,0.0,31641.86,15.7,70.0000003,4578.633208,541,21.0
99.27745,100.0,0.0,0.03,0.0,0.0,0.0,31064.385,15.32,70.0000003,4578.633208,541,21.0
99.24163,100.0,0.07,0.03,0.0,0.0,0.0,22659.775,10.22,50.00000075,4578.633208,541,21.0
99.8,100.0,0.08,0.02,0.0,0.0,0.0,22131.348,12.41,39.99999911,4578.633208,541,21.0
99.18625,100.0,0.08,0.02,0.0,0.0,0.0,22558.277,10.47,39.99999911,4578.633208,541,21.0
99.17211,100.0,0.04,0.02,0.0,0.0,0.0,21952.797,9.1,39.99999911,4578.633208,541,21.0
99.17063,100.0,0.03,0.02,0.0,0.0,0.0,23124.062,8.7,39.99999911,4752.175082,541,21.0
99.0,100.0,0.05,0.02,0.0,0.0,0.0,22639.81,7.51,39.99999911,6560.27487,541,21.0
99.216446,100.0,0.07,0.02,0.0,0.0,0.0,23654.348,7.05,39.99999911,9562.667866,541,21.0
99.26821,100.0,0.06,0.02,0.0,0.0,0.0,26976.27,6.06,50.00000075,9648.495655,541,21.0
99.33779,100.0,0.05,0.02,0.0,0.0,0.0,28475.137,5.13,50.00000075,10171.48073,541,21.0
99.0,100.0,0.1,0.03,0.0,0.0,0.0,29667.088,5.39,59.99999866,8341.012278,541,21.0
99.71288,100.0,0.18,0.03,0.0,0.0,0.0,31831.389,5.03,59.99999866,9521.042101,541,21.0
99.87004,100.0,0.6,0.03,0.0,0.0,0.0,24506.256,5.68,70.0000003,10339.38548,541,21.0
99.92822,100.0,0.66,0.03,0.0,0.0,0.0,28203.953,5.15,59.99999866,11614.66508,541,21.0
100.0,100.0,0.61,0.03,0.0,0.0,0.0,22405.49,5.06,59.99999866,11029.73558,541,21.0
