Access_to_electricity_(%_of_population),Access_to_clean_fuels_for_cooking,Renewable_energy_share_in_the_total_final_energy_consumption_(%),Electricity_from_fossil_fuels_(TWh),Electricity_from_renewables_(TWh),Electricity_from_nuclear_(TWh),Low-carbon_electricity_(%_electricity),Primary_energy_consumption_per_capita_(kWh-person),Energy_intensity_level_of_primary_energy_(MJ-$2017_PPP_GDP),Value_co2_emissions_kt_by_country,gdp_per_capita,Density-n(P-Km2),Land_Area(Km2)
14.299541,0.7,91.58,0.0,0.15,0.0,100.0,301.66687,8.8,219.9999988,450.9006579,8,622984.0
14.842376,0.7,91.42,0.0,0.15,0.0,100.0,302.45892,8.56,230.0000042,475.9538139,8,622984.0
14.3,0.7,91.26,0.0,0.15,0.0,100.0,299.18008,8.39,239.9999946,467.9080323,8,622984.0
15.465084,0.8,23.3,0.0,0.15,0.0,100.0,280.73853,4.3,10500.0,492.7958712,8,622984.0
3.1798813,3.0,88.7,0.08,0.01,0.0,11.111111,124.966064,8.21,290.0,166.1757089,13,1284000.0
3.5271144,2.8,88.6,0.09,0.01,0.0,10.0,116.015,7.51,340.0,197.1460821,13,1284000.0
3.8667629,2.5,88.53,0.09,0.01,0.0,10.0,110.641914,7.05,400.000006,221.4165369,13,1284000.0
4.201176,2.5,83.91,0.1,0.01,0.0,9.090909,105.11012,6.56,449.9999881,292.6008802,13,1284000.0
3.5,2.45,84.0,0.11,0.01,0.0,8.333334,105.9355,5.0,449.9999881,454.3363652,13,1284000.0
4.8636937,2.4,83.82,0.11,0.01,0.0,8.333334,109.55552,4.35,479.9999893,658.566973,13,1284000.0
5.1965566,2.4,83.74,0.12,0.01,0.0,7.692308,107.3414,4.4,509.9999905,710.3963987,13,1284000.0
5.533941,2.3,82.8,0.12,0.0,0.0,0.0,114.514046,4.38,500.0,799.603742,13,1284000.0
5.8785563,2.3,80.63,0.14,0.0,0.0,0.0,116.01666,4.43,540.0000215,929.3827519,13,1284000.0
6.2331114,2.5,79.78,0.17,0.01,0.0,5.5555553,122.113625,4.37,790.0000215,803.6863884,13,1284000.0
6.4,2.6,79.01,0.18,0.01,0.0,5.263158,130.90942,3.95,1240.00001,892.5688697,13,1284000.0
8.98,2.8,82.37,0.18,0.01,0.0,5.263158,180.9343,4.08,1100.000024,984.7361305,13,1284000.0
7.835406,2.9,79.73,0.23,0.0,0.0,0.0,302.57126,3.62,1860.000014,967.3529488,13,1284000.0
8.126558,3.3,76.45,0.26,0.0,0.0,0.0,302.8611,3.55,2190.000057,979.8117426,13,1284000.0
8.405685,3.7,76.86,0.27,0.0,0.0,0.0,303.73856,3.53,2259.99999,1020.287979,13,1284000.0
7.7,4.1,77.35,0.28,0.0,0.0,0.0,298.34583,3.31,2390.000105,776.0197523,13,1284000.0
9.263847,4.6,77.77,0.28,0.01,0.0,3.448276,286.59064,3.72,2210.000038,693.4497674,13,1284000.0
10.9,5.1,78.27,0.29,0.01,0.0,3.3333333,446.25546,3.87,2150.000095,665.9488849,13,1284000.0
10.11404,5.5,77.7,0.29,0.01,0.0,3.3333333,457.11847,3.85,2190.000057,726.1510071,13,1284000.0
8.4,6.1,77.79,0.3,0.01,0.0,3.2258065,458.18085,3.77,2250.0,709.5400432,13,1284000.0
11.080117,6.8,23.3,0.28,0.01,0.0,3.448276,372.5109,4.3,10500.0,659.270045,13,1284000.0
97.93869,100.0,31.36,20.42,18.48,0.0,47.506424,20023.135,4.39,50420.0,5074.902616,26,756096.0
97.11581,100.0,32.15,19.59,21.03,0.0,51.772526,20184.58,4.17,48430.0,4574.594716,26,756096.0
97.28368,100.0,33.07,19.87,22.5,0.0,53.10361,20441.285,4.19,49119.99893,4446.249371,26,756096.0
98.782326,100.0,31.62,23.3,21.84,0.0,48.38281,20334.662,4.07,50200.00076,4772.563723,26,756096.0
97.60609,100.0,31.44,27.79,20.87,0.0,42.88944,21494.553,4.04,54970.00122,6194.85272,26,756096.0
97.76531,100.0,32.26,25.2,25.42,0.0,50.217308,22090.879,3.94,55970.00122,7598.528877,26,756096.0
99.36811,100.0,32.91,25.54,28.03,0.0,52.324062,22631.893,3.86,57150.00153,9464.548507,26,756096.0
98.09202,100.0,30.46,33.69,22.29,0.0,39.81779,22387.78,3.81,64569.99969,10502.35071,26,756096.0
98.26487,100.0,30.83,32.59,23.78,0.0,42.185562,22165.26,3.65,67989.99786,10751.4816,26,756096.0
99.59366,100.0,31.53,32.12,24.57,0.0,43.340977,21051.678,3.61,65449.99695,10208.90797,26,756096.0
99.53839,100.0,27.04,36.71,21.55,0.0,36.98936,21403.44,3.56,69750.0,12808.03834,26,756096.0
99.588196,100.0,28.79,41.0,21.04,0.0,33.913605,22459.62,3.66,76470.00122,14637.23344,26,756096.0
100.0,100.0,30.31,45.17,20.59,0.0,31.310825,23224.074,3.84,78410.00366,15351.54074,26,756096.0
99.6,100.0,30.23,48.0,20.17,0.0,29.587795,23629.986,3.82,83000.0,15842.93648,26,756096.0
100.0,100.0,26.95,44.51,25.44,0.0,36.368835,23154.375,3.39,76559.99756,14670.98891,26,756096.0
99.71484,100.0,25.07,44.37,27.38,0.0,38.16028,23180.021,3.39,82230.00336,13574.16924,26,756096.0
100.0,100.0,24.55,49.09,24.27,0.0,33.083424,23993.93,3.54,86489.99786,13753.59215,26,756096.0
99.7,100.0,24.11,44.9,29.32,0.0,39.504177,24517.238,3.55,87069.99969,14998.81706,26,756096.0
100.0,100.0,25.46,43.85,32.89,0.0,42.859005,25039.64,3.49,86610.00061,15888.14436,26,756096.0
100.0,100.0,25.26,45.16,32.23,0.0,41.64621,24894.514,3.66,91370.00275,14741.7144,26,756096.0
100.0,100.0,23.3,43.69,34.06,0.0,43.807076,22925.926,4.3,10500.0,13231.70421,26,756096.0
97.0218,42.0,29.63,1113.3,225.56,16.74,17.874004,9334.936,10.85,3346530.0,959.3724836,153,9596960.0
97.27279,42.3,28.36,1182.59,280.73,17.47,20.1379,9797.812,10.36,3529080.0,1053.108243,153,9596960.0
97.516205,43.1,27.0,1337.46,291.41,25.13,19.137848,10602.087,10.12,3810060.059,1148.50829,153,9596960.0
97.75438,43.4,23.86,1579.96,287.28,43.34,17.304693,12273.32,10.48,4415910.156,1288.643252,153,9596960.0
97.98967,44.9,20.17,1795.41,357.43,50.47,18.513056,14272.745,10.83,5124819.824,1508.668098,153,9596960.0
98.22443,46.3,17.44,2042.8,404.37,53.09,18.296497,16114.158,10.72,5824629.883,1753.417829,153,9596960.0
98.46105,47.7,16.39,2364.16,446.72,54.84,17.50206,17552.816,10.41,6437470.215,2099.229435,153,9596960.0
98.7022,49.4,14.88,2718.7,500.71,62.13,17.151705,18955.008,9.81,6993180.176,2693.970063,153,9596960.0
98.95058,51.1,14.14,2762.29,665.08,68.39,20.981703,19560.7,9.18,7199600.098,3468.304602,153,9596960.0
99.2089,53.5,13.43,2980.2,664.39,70.05,19.7715,20281.068,8.95,7719069.824,3832.236432,153,9596960.0
99.7,55.6,12.26,3326.19,786.38,74.74,20.564993,21551.547,8.93,8474919.922,4550.453108,153,9596960.0
99.848724,58.0,11.34,3811.77,792.38,87.2,18.748974,23090.885,8.75,9282549.805,5614.352135,153,9596960.0
99.96193,60.7,11.53,3869.38,999.56,98.32,22.102327,23873.234,8.41,9541870.117,6300.615118,153,9596960.0
99.996445,63.2,11.45,4203.77,1093.37,111.5,22.276764,24600.36,8.05,9984570.313,7020.338485,153,9596960.0
100.0,66.0,11.94,4345.86,1289.23,133.22,24.659735,25072.023,7.69,10006669.92,7636.116601,153,9596960.0
100.0,68.4,12.18,4222.76,1393.66,171.38,27.040327,25209.49,7.21,9861099.609,8016.431435,153,9596960.0
100.0,70.6,12.56,4355.0,1522.79,213.18,28.500713,25164.803,6.71,9874660.156,8094.363367,153,9596960.0
100.0,73.2,13.13,4643.1,1667.06,248.1,29.20226,25987.611,6.51,10096009.77,8816.986905,153,9596960.0
100.0,75.6,13.71,4990.28,1835.32,295.0,29.917704,27109.42,6.39,10502929.69,9905.342004,153,9596960.0
100.0,77.6,14.45,5098.22,2014.57,348.7,31.672895,28277.445,6.31,10707219.73,10143.83817,153,9596960.0
100.0,79.4,23.3,5184.13,2184.94,366.2,32.980618,29133.936,4.3,10500.0,10434.77519,153,9596960.0
95.2,78.1,28.03,10.21,31.98,0.0,75.79996,8011.8125,3.0,58340.0,2520.481089,46,1138910.0
98.47,78.9,27.24,10.78,31.69,0.0,74.61738,7953.855,2.95,58940.0,2439.682456,46,1138910.0
94.9055,79.7,28.8,10.25,33.83,0.0,76.746826,7834.471,2.83,56770.00046,2396.627127,46,1138910.0
95.12935,80.7,30.7,9.6,36.0,0.0,78.94737,7863.652,2.78,56110.00061,2281.401762,46,1138910.0
95.35031,81.5,29.18,8.87,39.91,0.0,81.81632,8152.3345,2.66,56110.00061,2782.623185,46,1138910.0
96.8,82.4,29.08,9.71,39.64,0.0,80.32422,7917.907,2.65,57639.99939,3414.465158,46,1138910.0
95.79303,83.0,29.69,10.13,42.6,0.0,80.788925,9024.093,2.62,57689.99863,3741.092837,46,1138910.0
96.019844,83.8,30.42,9.93,44.27,0.0,81.67896,9058.002,2.44,59180.00031,4714.073055,46,1138910.0
96.80676,84.6,29.97,8.77,46.19,0.0,84.04294,9322.767,2.48,59779.99878,5472.53653,46,1138910.0
96.05723,85.4,30.91,14.77,41.08,0.0,73.55417,9111.861,2.55,62009.99832,5193.241458,46,1138910.0
96.788994,86.3,29.75,15.96,40.66,0.0,71.81208,9474.296,2.4,63560.00137,6336.709474,46,1138910.0
96.6936,87.0,28.91,10.11,48.81,0.0,82.84114,9794.911,2.3,69099.99847,7335.166934,46,1138910.0
97.03217,87.6,28.9,12.96,47.58,0.0,78.59267,10308.172,2.14,69699.99695,8050.255372,46,1138910.0
97.77942,88.45,32.29,21.71,50.48,0.0,69.92658,10490.081,2.66,76860.00061,8218.347844,46,1138910.0
97.79094,89.1,32.38,20.99,48.06,0.0,69.60174,10938.481,2.58,79199.99695,8114.343921,46,1138910.0
98.1869,89.75,31.6,27.22,49.0,0.0,64.28759,10259.04,2.53,80230.00336,6175.87603,46,1138910.0
98.4,90.7,30.74,25.02,49.54,0.0,66.44314,11435.303,2.58,82680.00031,5870.777957,46,1138910.0
98.5,91.2,32.53,16.07,61.39,0.0,79.25381,11368.834,2.44,74989.99786,6376.706716,46,1138910.0
98.5,92.0,30.72,19.11,60.08,0.0,75.868164,11332.247,2.29,78589.99634,6729.583332,46,1138910.0
99.75592,92.5,30.72,23.84,54.31,0.0,69.49456,11221.787,2.51,81040.00092,6424.979492,46,1138910.0
100.0,93.2,23.3,27.17,49.97,0.0,64.77833,10064.389,4.3,10500.0,5334.556042,46,1138910.0
39.715355,0.6,69.87,0.02,0.0,0.0,0.0,816.7021,2.66,100.0,647.4258118,467,2235.0
42.018665,0.7,69.51,0.03,0.0,0.0,0.0,835.32465,2.68,110.0,680.9055728,467,2235.0
44.8,0.8,70.31,0.03,0.0,0.0,0.0,823.61163,2.65,109.9999994,747.9888625,467,2235.0
46.60488,1.0,64.39,0.03,0.0,0.0,0.0,1032.1368,2.88,140.0000006,937.7108963,467,2235.0
48.892487,1.2,63.52,0.04,0.0,0.0,0.0,1111.6262,2.97,150.000006,1061.075548,467,2235.0
51.179554,1.4,65.74,0.04,0.0,0.0,0.0,1046.9846,2.87,150.000006,1069.029426,467,2235.0
53.468494,1.7,61.81,0.04,0.0,0.0,0.0,1194.3715,3.02,170.0000018,1114.945281,467,2235.0
55.761955,2.0,74.36,0.04,0.0,0.0,0.0,773.59,2.57,109.9999994,1240.092528,467,2235.0
58.06265,2.4,73.44,0.04,0.0,0.0,0.0,772.8585,2.51,109.9999994,1393.216032,467,2235.0
60.373283,2.8,68.53,0.04,0.0,0.0,0.0,923.4804,2.65,140.0000006,1344.730406,467,2235.0
69.80771,3.2,66.39,0.04,0.0,0.0,0.0,1074.1965,2.78,170.0000018,1316.491213,467,2235.0
69.425804,3.7,69.35,0.05,0.0,0.0,0.0,944.7761,2.58,150.000006,1447.945144,467,2235.0
69.3,4.2,67.85,0.05,0.0,0.0,0.0,961.3801,2.59,159.9999964,1403.360252,467,2235.0
69.76845,4.8,62.51,0.05,0.0,0.0,0.0,1122.8319,2.72,189.9999976,1505.337292,467,2235.0
72.162796,5.3,66.02,0.05,0.0,0.0,0.0,981.591,2.57,170.0000018,1513.830379,467,2235.0
74.57198,5.7,64.17,0.05,0.0,0.0,0.0,1036.3783,2.66,189.9999976,1242.585608,467,2235.0
76.99304,6.3,60.5,0.05,0.0,0.0,0.0,1189.0542,2.79,219.9999988,1273.050952,467,2235.0
79.423004,6.8,56.42,0.09,0.0,0.0,0.0,1492.4838,3.06,280.0000012,1323.814843,467,2235.0
81.85891,7.3,55.01,0.09,0.0,0.0,0.0,1593.2856,3.12,300.0000119,1428.290463,467,2235.0
84.297775,7.8,53.43,0.1,0.0,0.0,0.0,1685.7296,3.19,319.9999928,1401.542312,467,2235.0
86.73714,8.4,23.3,0.13,0.0,0.0,0.0,1578.0629,4.3,10500.0,1420.661747,467,2235.0
29.090015,9.3,64.86,0.0,0.29,0.0,100.0,1227.4918,2.16,10500.0,4578.633208,18,2345409.0
30.063591,9.6,61.18,0.0,0.33,0.0,99.99999,1451.1962,2.33,10500.0,4578.633208,18,2345409.0
31.029583,9.9,68.53,0.0,0.39,0.0,100.0,1311.9222,2.25,10500.0,4578.633208,18,2345409.0
31.990337,10.5,61.99,0.04,0.36,0.0,90.0,1459.1665,2.63,10500.0,4578.633208,18,2345409.0
32.948208,11.1,63.03,0.04,0.35,0.0,89.74359,1496.1375,2.71,10500.0,4578.633208,18,2345409.0
33.8,11.6,63.11,0.05,0.37,0.0,88.09524,1950.9672,2.71,10500.0,4578.633208,18,2345409.0
34.864746,12.6,69.42,0.05,0.39,0.0,88.63637,2240.8157,3.27,10500.0,4578.633208,18,2345409.0
35.828472,13.4,60.34,0.06,0.34,0.0,85.0,2657.6838,3.11,10500.0,4578.633208,18,2345409.0
36.79943,14.5,56.86,0.09,0.39,0.0,81.25,2926.5042,3.13,10500.0,4578.633208,18,2345409.0
37.1,15.8,56.03,0.16,0.36,0.0,69.230774,3411.898,3.21,10500.0,4578.633208,18,2345409.0
39.78862,17.0,54.8,0.32,0.44,0.0,57.894737,4460.019,3.18,10500.0,4578.633208,18,2345409.0
40.72169,18.5,64.62,0.45,0.79,0.0,63.70968,5186.757,4.14,10500.0,4578.633208,18,2345409.0
41.6,20.05,65.3,0.64,1.0,0.0,60.97561,5174.5054,4.31,10500.0,4578.633208,18,2345409.0
42.543972,21.8,62.47,0.67,0.98,0.0,59.39394,6385.8984,4.57,10500.0,4578.633208,18,2345409.0
43.43212,23.5,62.23,0.72,0.96,0.0,57.14286,5931.7676,4.24,10500.0,4578.633208,18,2345409.0
44.40165,25.4,64.15,1.53,1.14,0.0,42.69663,5841.056,4.62,10500.0,4578.633208,18,2345409.0
45.508327,27.4,67.61,1.66,1.17,0.0,41.342754,5449.973,5.39,10500.0,4578.633208,18,2345409.0
46.573948,29.5,69.73,1.61,1.24,0.0,43.508774,3985.2053,5.64,10500.0,4578.633208,18,2345409.0
47.416676,31.05,69.34,1.82,1.15,0.0,38.72054,3605.2744,6.12,10500.0,4578.633208,18,2345409.0
48.407475,32.6,68.67,2.72,0.94,0.0,25.68306,2873.82,6.55,10500.0,4578.633208,18,2345409.0
49.5171,34.9,23.3,2.87,0.96,0.0,25.065275,2379.556,4.3,10500.0,4578.633208,18,2345409.0
96.94,89.0,32.95,0.07,6.78,0.0,98.9781,10699.309,2.41,4950.0,3789.053886,100,51100.0
98.24978,89.4,32.11,0.11,6.78,0.0,98.40349,10693.142,2.34,5420.0,3960.307703,100,51100.0
98.509186,89.8,32.54,0.16,7.26,0.0,97.843666,10944.455,2.39,5519.999981,4042.705686,100,51100.0
98.6959,90.1,33.3,0.19,7.1,0.0,97.39369,10991.341,2.44,5800.000191,4147.824369,100,51100.0
98.95478,90.4,39.16,0.07,7.9,0.0,99.12171,11161.785,2.78,5940.000057,4404.711884,100,51100.0
99.053055,90.7,41.73,0.28,7.87,0.0,96.56442,11431.702,2.67,6269.999981,4676.379366,100,51100.0
99.14752,91.2,42.4,0.53,8.05,0.0,93.822845,11759.994,2.71,6559.999943,5227.465952,100,51100.0
99.217995,91.3,41.19,0.69,8.24,0.0,92.27323,12253.692,2.64,7599.999905,6103.741917,100,51100.0
99.26394,91.8,40.7,0.68,8.68,0.0,92.73505,12241.504,2.54,7519.999981,6901.388306,100,51100.0
99.409805,92.1,40.72,0.52,8.7,0.0,94.360085,11747.936,2.58,7199.999809,6801.036735,100,51100.0
98.995735,92.4,40.39,0.71,8.76,0.0,92.50264,11786.667,2.47,7110.000134,8227.127494,100,51100.0
99.232346,92.9,38.02,0.91,8.79,0.0,90.61856,11703.091,2.38,7429.999828,9229.834517,100,51100.0
99.503296,93.1,38.06,0.9,9.15,0.0,91.04477,11673.354,2.36,7449.999809,10075.00462,100,51100.0
99.563515,93.6,37.8,1.23,8.88,0.0,87.83383,11618.479,2.42,7780.00021,10744.09102,100,51100.0
99.35929,94.0,37.62,1.1,9.01,0.0,89.11969,11726.931,2.37,7829.999924,10847.16967,100,51100.0
99.409805,94.3,38.33,0.26,10.5,0.0,97.58364,12110.349,2.23,7539.999962,11642.77805,100,51100.0
99.5,94.6,36.81,0.35,10.5,0.0,96.77419,12301.996,2.2,8079.999924,12011.22275,100,51100.0
99.6,94.9,36.2,0.21,11.06,0.0,98.13664,12649.783,2.09,8260.000229,12225.57449,100,51100.0
99.7,95.3,35.7,0.31,11.13,0.0,97.290215,12802.764,1.98,8369.999886,12485.4239,100,51100.0
99.71,95.6,35.76,0.25,11.18,0.0,97.81277,13012.45,2.11,8239.999771,12693.82796,100,51100.0
99.9,95.7,23.3,0.19,11.55,0.0,98.38161,11486.324,4.3,10500.0,12140.85415,100,51100.0
100.0,100.0,26.76,4.81,6.45,0.0,57.282413,21227.025,4.32,18040.0,4887.713716,73,56594.0
100.0,100.0,26.92,5.59,7.18,0.0,56.225525,22525.262,4.36,19200.0,5412.925136,73,56594.0
100.0,100.0,24.61,6.86,5.85,0.0,46.02675,22668.963,4.24,20280.00069,6293.225299,73,56594.0
100.0,100.0,24.82,7.73,5.46,0.0,41.394997,23832.379,4.3,21610.00061,8129.794584,73,56594.0
100.0,100.0,26.56,6.26,7.63,0.0,54.931602,24877.861,4.13,21100.00038,9747.440771,73,56594.0
100.0,100.0,26.82,6.0,7.06,0.0,54.05819,24671.021,4.02,21450.00076,10621.50746,73,56594.0
100.0,100.0,25.51,6.27,6.65,0.0,51.47059,24436.512,3.81,21610.00061,11797.47447,73,56594.0
100.0,100.0,22.66,7.8,4.74,0.0,37.79904,24617.822,3.77,22879.99916,14046.31681,73,56594.0
100.0,100.0,24.14,6.94,5.84,0.0,45.6964,24549.996,3.6,21729.99954,16416.58681,73,56594.0
100.0,100.0,27.16,5.87,7.48,0.0,56.02996,24300.623,3.75,20309.99947,14653.04355,73,56594.0
100.0,100.0,29.75,5.49,9.3,0.0,62.880325,24781.908,3.76,19459.99908,14067.52312,73,56594.0
100.0,100.0,27.16,5.95,5.28,0.0,47.016922,21703.076,3.68,19030.00069,14757.18034,73,56594.0
100.0,100.0,29.4,5.33,5.26,0.0,49.6695,20222.29,3.55,17409.99985,13401.65662,73,56594.0
100.0,100.0,32.82,4.67,9.28,0.0,66.5233,22296.646,3.49,17010.00023,13837.73164,73,56594.0
100.0,100.0,33.6,3.5,9.94,0.0,73.95833,22411.172,3.33,16239.99977,13762.37286,73,56594.0
100.0,100.0,33.09,3.73,7.52,0.0,66.844444,21392.176,3.4,16600.00038,11933.37738,73,56594.0
100.0,100.0,31.83,4.26,8.36,0.0,66.24405,22428.08,3.31,16879.99916,12527.73986,73,56594.0
100.0,100.0,29.79,4.67,7.12,0.0,60.39016,22608.02,3.31,17409.99985,13629.28959,73,56594.0
100.0,100.0,32.83,3.77,9.78,0.0,72.177124,23593.492,3.13,16430.00031,15227.5601,73,56594.0
100.0,100.0,31.6,4.31,8.35,0.0,65.95577,23200.729,3.07,16520.00046,15311.7669,73,56594.0
100.0,100.0,23.3,4.69,8.55,0.0,64.57704,22304.447,4.3,10500.0,14134.16268,73,56594.0
97.0,71.4,34.43,14.1,0.09,0.0,0.6342495,9883.993,3.46,28350.0,2747.100303,106,110860.0
96.22626,74.5,34.05,14.37,0.07,0.0,0.48476455,9075.244,3.28,27470.0,2837.73573,106,110860.0
95.5,77.2,34.8,14.71,0.1,0.0,0.6752194,9158.403,3.01,26420.00008,2999.241763,106,110860.0
96.51303,79.8,33.56,14.79,0.13,0.0,0.8713137,9271.938,2.89,25629.99916,3197.133185,106,110860.0
96.65091,81.8,33.77,14.66,0.09,0.0,0.6101695,9365.984,2.67,25360.00061,3395.710843,106,110860.0
96.78825,83.8,26.31,11.88,2.57,0.0,17.785467,9199.146,2.27,26319.99969,3786.66345,106,110860.0
96.927475,85.4,21.96,13.96,1.54,0.0,9.935484,8954.739,2.02,26780.00069,4683.569067,106,110860.0
97.07121,87.0,18.59,14.67,1.93,0.0,11.626506,9036.614,1.79,27680.00031,5208.718388,106,110860.0
97.22218,88.1,18.73,14.7,1.97,0.0,11.8176365,10330.99,1.83,26750.0,5411.269492,106,110860.0
97.383095,89.1,18.97,14.82,1.89,0.0,11.310593,10402.473,1.75,26979.99954,5529.669375,106,110860.0
97.55665,90.2,15.61,14.66,1.73,0.0,10.555217,11812.895,1.85,28110.00061,5730.354264,106,110860.0
97.74557,91.0,19.2,14.99,1.74,0.0,10.400478,10603.101,1.74,27590.00015,6139.718783,106,110860.0
97.95255,91.5,19.38,15.55,1.82,0.0,10.477835,11529.463,1.73,28690.00053,6497.314764,106,110860.0
98.17937,92.0,18.24,16.4,1.77,0.0,9.741332,11073.984,1.6,28870.00084,6837.71168,106,110860.0
98.42399,92.7,23.16,16.52,1.8,0.0,9.825328,11257.336,1.61,26690.00053,7133.337679,106,110860.0
98.68346,92.65,21.15,17.37,1.85,0.0,9.625391,11280.011,1.57,29209.99908,7694.014637,106,110860.0
98.95479,93.2,19.2,17.64,1.74,0.0,8.978329,8800.3,1.54,27170.00008,8060.796598,106,110860.0
99.23503,93.4,22.0,17.57,1.82,0.0,9.386282,9358.279,1.45,26239.99977,8541.213686,106,110860.0
99.52121,93.5,24.11,17.64,2.0,0.0,10.1833,9819.157,1.37,26709.99908,8824.194008,106,110860.0
99.8,93.6,21.54,16.54,2.99,0.0,15.309779,9606.213,1.27,25909.99985,9125.878679,106,110860.0
100.0,93.8,23.3,15.47,3.13,0.0,16.827957,9007.181,4.3,10500.0,9477.852873,106,110860.0
100.0,100.0,3.08,3.37,0.0,0.0,0.0,31912.982,3.92,7130.0,14388.34806,131,9251.0
100.0,100.0,3.03,3.55,0.0,0.0,0.0,31725.172,3.73,6990.0,14821.44682,131,9251.0
100.0,100.0,3.16,3.79,0.0,0.0,0.0,30732.92,3.65,7170.000076,16093.21461,131,9251.0
100.0,100.0,3.24,4.05,0.0,0.0,0.0,32076.912,3.87,7829.999924,20252.23898,131,9251.0
100.0,100.0,3.29,4.2,0.0,0.0,0.0,30655.473,3.46,7780.00021,23792.62136,131,9251.0
100.0,100.0,3.34,4.38,0.0,0.0,0.0,33741.973,3.36,7900.000095,24959.25917,131,9251.0
100.0,100.0,3.5,4.65,0.0,0.0,0.0,32604.191,3.34,8000.0,26729.3234,131,9251.0
100.0,100.0,4.33,4.87,0.0,0.0,0.0,32579.771,3.35,8310.00042,31244.92622,131,9251.0
100.0,100.0,5.47,5.06,0.01,0.0,0.19723865,32822.43,3.44,8489.999771,35397.36368,131,9251.0
100.0,100.0,6.31,5.18,0.03,0.0,0.57581574,31506.953,3.44,8279.999733,32109.24251,131,9251.0
100.0,100.0,6.55,5.25,0.08,0.0,1.500938,30146.273,3.25,7900.000095,31023.63833,131,9251.0
100.0,100.0,7.66,4.75,0.17,0.0,3.4552846,29451.955,3.15,7630.000114,32396.38574,131,9251.0
100.0,100.0,8.69,4.46,0.26,0.0,5.508475,27326.793,3.06,7099.999905,28912.15694,131,9251.0
100.0,100.0,9.83,3.96,0.33,0.0,7.692308,24232.332,2.83,6429.999828,27729.1927,131,9251.0
100.0,100.0,9.59,4.03,0.31,0.0,7.142857,24039.48,2.95,6809.999943,27163.33297,131,9251.0
100.0,100.0,10.51,4.14,0.4,0.0,8.810573,24580.83,2.93,6849.999905,23408.33668,131,9251.0
100.0,100.0,10.36,4.46,0.43,0.0,8.793456,26494.055,2.94,7219.99979,24605.92083,131,9251.0
100.0,100.0,11.03,4.57,0.43,0.0,8.6,26971.416,2.88,7360.000134,26608.87509,131,9251.0
100.0,100.0,12.11,4.58,0.48,0.0,9.486166,26633.77,2.74,7199.999809,29334.11093,131,9251.0
100.0,100.0,12.05,4.63,0.52,0.0,10.097087,26442.418,2.67,7190.000057,29206.07672,131,9251.0
100.0,100.0,23.3,4.25,0.6,0.0,12.371135,22852.852,4.3,10500.0,27527.84531,131,9251.0
100.0,100.0,5.94,57.03,2.28,13.59,21.769547,46362.195,6.74,123170.0,4578.633208,136,78871.0
100.0,100.0,6.29,56.9,2.57,14.75,23.336027,47434.9,6.71,122720.0,4578.633208,136,78871.0
100.0,100.0,7.28,54.27,2.99,18.74,28.592106,47543.316,6.69,118529.9988,4578.633208,136,78871.0
100.0,100.0,6.72,55.05,1.87,25.87,33.506462,50209.617,6.74,122769.9966,4578.633208,136,78871.0
100.0,100.0,7.13,54.72,2.74,26.33,34.69388,51439.855,6.58,123440.0024,4578.633208,136,78871.0
100.0,100.0,7.53,54.07,3.13,24.73,34.00464,50547.258,6.11,119989.9979,4578.633208,136,78871.0
100.0,100.0,7.88,54.09,3.52,26.05,35.345444,51379.383,5.85,120599.9985,4578.633208,136,78871.0
100.0,100.0,8.32,58.18,3.42,26.17,33.713116,50659.105,5.53,123620.0027,4578.633208,136,78871.0
100.0,100.0,8.99,53.01,3.72,26.55,36.347263,49488.312,5.28,118309.9976,4578.633208,136,78871.0
100.0,100.0,10.25,49.77,4.66,27.21,39.037235,47287.844,5.21,111169.9982,4578.633208,136,78871.0
100.0,100.0,10.95,51.33,5.91,28.0,39.78179,49083.73,5.39,112250.0,4578.633208,136,78871.0
100.0,100.0,12.16,51.15,7.24,28.28,40.98304,47823.707,5.1,109169.9982,4578.633208,136,78871.0
100.0,100.0,12.8,48.22,8.07,30.32,44.325134,47515.48,5.11,106069.9997,4578.633208,136,78871.0
100.0,100.0,13.95,45.89,9.3,30.75,46.60228,46623.125,5.11,101150.0015,4578.633208,136,78871.0
100.0,100.0,14.85,45.51,9.17,30.33,46.465122,45633.582,4.85,97510.00214,4578.633208,136,78871.0
100.0,100.0,14.84,46.27,9.41,26.84,43.928745,44728.676,4.61,99139.99939,4578.633208,136,78871.0
100.0,100.0,14.77,48.52,9.39,24.1,40.836487,44110.195,4.44,101730.0034,4578.633208,136,78871.0
100.0,100.0,14.46,47.81,9.63,28.34,44.264397,46583.094,4.41,101830.0018,4578.633208,136,78871.0
100.0,100.0,14.72,47.51,9.43,29.92,45.302784,46420.684,4.28,100900.0015,4578.633208,136,78871.0
100.0,100.0,15.85,45.44,10.08,30.25,47.021107,45355.285,4.12,96290.00092,4578.633208,136,78871.0
100.0,100.0,23.3,39.72,10.39,30.04,50.442917,42025.31,4.3,10500.0,4578.633208,136,78871.0
100.0,100.0,10.73,30.43,5.57,0.0,15.472222,44286.535,2.99,52600.0,30743.54768,137,43094.0
100.0,100.0,11.12,31.87,5.85,0.0,15.509013,44250.59,3.06,54250.0,30751.65435,137,43094.0
100.0,100.0,11.86,32.49,6.79,0.0,17.286152,44017.223,3.01,53840.00015,33228.69354,137,43094.0
